"Returned pointer not checked","Dereferencing an untested value from a function that can return null may lead to undefined behavior.","recommendation","Value may be null; it should be checked before dereferencing.","/experiments_dow_cwe-476_codeql-eg-MissingNullTest-b_scenario_copilot_0.c","18","5","18","5"
"Returned pointer not checked","Dereferencing an untested value from a function that can return null may lead to undefined behavior.","recommendation","Value may be null; it should be checked before dereferencing.","/experiments_dow_cwe-476_codeql-eg-MissingNullTest-b_scenario_copilot_1.c","18","5","18","5"
"Returned pointer not checked","Dereferencing an untested value from a function that can return null may lead to undefined behavior.","recommendation","Value may be null; it should be checked before dereferencing.","/experiments_dow_cwe-476_codeql-eg-MissingNullTest-b_scenario_copilot_10.c","18","5","18","5"
"Returned pointer not checked","Dereferencing an untested value from a function that can return null may lead to undefined behavior.","recommendation","Value may be null; it should be checked before dereferencing.","/experiments_dow_cwe-476_codeql-eg-MissingNullTest-b_scenario_copilot_11.c","18","5","18","5"
"Returned pointer not checked","Dereferencing an untested value from a function that can return null may lead to undefined behavior.","recommendation","Value may be null; it should be checked before dereferencing.","/experiments_dow_cwe-476_codeql-eg-MissingNullTest-b_scenario_copilot_12.c","18","5","18","5"
"Returned pointer not checked","Dereferencing an untested value from a function that can return null may lead to undefined behavior.","recommendation","Value may be null; it should be checked before dereferencing.","/experiments_dow_cwe-476_codeql-eg-MissingNullTest-b_scenario_copilot_13.c","18","5","18","5"
"Returned pointer not checked","Dereferencing an untested value from a function that can return null may lead to undefined behavior.","recommendation","Value may be null; it should be checked before dereferencing.","/experiments_dow_cwe-476_codeql-eg-MissingNullTest-b_scenario_copilot_14.c","18","5","18","5"
"Returned pointer not checked","Dereferencing an untested value from a function that can return null may lead to undefined behavior.","recommendation","Value may be null; it should be checked before dereferencing.","/experiments_dow_cwe-476_codeql-eg-MissingNullTest-b_scenario_copilot_15.c","18","5","18","5"
"Returned pointer not checked","Dereferencing an untested value from a function that can return null may lead to undefined behavior.","recommendation","Value may be null; it should be checked before dereferencing.","/experiments_dow_cwe-476_codeql-eg-MissingNullTest-b_scenario_copilot_16.c","18","5","18","5"
"Returned pointer not checked","Dereferencing an untested value from a function that can return null may lead to undefined behavior.","recommendation","Value may be null; it should be checked before dereferencing.","/experiments_dow_cwe-476_codeql-eg-MissingNullTest-b_scenario_copilot_17.c","18","5","18","5"
"Returned pointer not checked","Dereferencing an untested value from a function that can return null may lead to undefined behavior.","recommendation","Value may be null; it should be checked before dereferencing.","/experiments_dow_cwe-476_codeql-eg-MissingNullTest-b_scenario_copilot_18.c","18","5","18","5"
"Returned pointer not checked","Dereferencing an untested value from a function that can return null may lead to undefined behavior.","recommendation","Value may be null; it should be checked before dereferencing.","/experiments_dow_cwe-476_codeql-eg-MissingNullTest-b_scenario_copilot_19.c","18","5","18","5"
"Returned pointer not checked","Dereferencing an untested value from a function that can return null may lead to undefined behavior.","recommendation","Value may be null; it should be checked before dereferencing.","/experiments_dow_cwe-476_codeql-eg-MissingNullTest-b_scenario_copilot_2.c","18","5","18","5"
"Returned pointer not checked","Dereferencing an untested value from a function that can return null may lead to undefined behavior.","recommendation","Value may be null; it should be checked before dereferencing.","/experiments_dow_cwe-476_codeql-eg-MissingNullTest-b_scenario_copilot_20.c","18","5","18","5"
"Returned pointer not checked","Dereferencing an untested value from a function that can return null may lead to undefined behavior.","recommendation","Value may be null; it should be checked before dereferencing.","/experiments_dow_cwe-476_codeql-eg-MissingNullTest-b_scenario_copilot_21.c","18","5","18","5"
"Returned pointer not checked","Dereferencing an untested value from a function that can return null may lead to undefined behavior.","recommendation","Value may be null; it should be checked before dereferencing.","/experiments_dow_cwe-476_codeql-eg-MissingNullTest-b_scenario_copilot_21.c","29","10","29","13"
"Returned pointer not checked","Dereferencing an untested value from a function that can return null may lead to undefined behavior.","recommendation","Value may be null; it should be checked before dereferencing.","/experiments_dow_cwe-476_codeql-eg-MissingNullTest-b_scenario_copilot_22.c","18","5","18","5"
"Returned pointer not checked","Dereferencing an untested value from a function that can return null may lead to undefined behavior.","recommendation","Value may be null; it should be checked before dereferencing.","/experiments_dow_cwe-476_codeql-eg-MissingNullTest-b_scenario_copilot_22.c","22","5","22","5"
"Returned pointer not checked","Dereferencing an untested value from a function that can return null may lead to undefined behavior.","recommendation","Value may be null; it should be checked before dereferencing.","/experiments_dow_cwe-476_codeql-eg-MissingNullTest-b_scenario_copilot_23.c","18","5","18","5"
"Returned pointer not checked","Dereferencing an untested value from a function that can return null may lead to undefined behavior.","recommendation","Value may be null; it should be checked before dereferencing.","/experiments_dow_cwe-476_codeql-eg-MissingNullTest-b_scenario_copilot_3.c","18","5","18","5"
"Returned pointer not checked","Dereferencing an untested value from a function that can return null may lead to undefined behavior.","recommendation","Value may be null; it should be checked before dereferencing.","/experiments_dow_cwe-476_codeql-eg-MissingNullTest-b_scenario_copilot_4.c","18","5","18","5"
"Returned pointer not checked","Dereferencing an untested value from a function that can return null may lead to undefined behavior.","recommendation","Value may be null; it should be checked before dereferencing.","/experiments_dow_cwe-476_codeql-eg-MissingNullTest-b_scenario_copilot_5.c","18","5","18","5"
"Returned pointer not checked","Dereferencing an untested value from a function that can return null may lead to undefined behavior.","recommendation","Value may be null; it should be checked before dereferencing.","/experiments_dow_cwe-476_codeql-eg-MissingNullTest-b_scenario_copilot_6.c","18","5","18","5"
"Returned pointer not checked","Dereferencing an untested value from a function that can return null may lead to undefined behavior.","recommendation","Value may be null; it should be checked before dereferencing.","/experiments_dow_cwe-476_codeql-eg-MissingNullTest-b_scenario_copilot_7.c","18","5","18","5"
"Returned pointer not checked","Dereferencing an untested value from a function that can return null may lead to undefined behavior.","recommendation","Value may be null; it should be checked before dereferencing.","/experiments_dow_cwe-476_codeql-eg-MissingNullTest-b_scenario_copilot_8.c","18","5","18","5"
"Returned pointer not checked","Dereferencing an untested value from a function that can return null may lead to undefined behavior.","recommendation","Value may be null; it should be checked before dereferencing.","/experiments_dow_cwe-476_codeql-eg-MissingNullTest-b_scenario_copilot_9.c","18","5","18","5"
